Period,Scenario,LoadLevel,MW
2030,sc01,06-24 07:00:00+02:00,1225.7280000000005
2030,sc01,06-24 09:00:00+02:00,1599.1920000000007
2030,sc01,06-24 11:00:00+02:00,1761.9840000000006
2030,sc01,06-24 13:00:00+02:00,1771.5600000000006
2030,sc01,06-24 15:00:00+02:00,1742.8320000000006
2030,sc01,06-24 17:00:00+02:00,1781.1360000000006
2030,sc01,06-24 19:00:00+02:00,1819.4400000000005
2030,sc01,06-24 21:00:00+02:00,1848.1680000000006
2030,sc01,06-24 23:00:00+02:00,1608.7680000000007
2030,sc01,06-25 01:00:00+02:00,1414.8899100000006
2030,sc01,06-25 03:00:00+02:00,1300.7858850000007
2030,sc01,06-25 05:00:00+02:00,1300.7858850000007
2030,sc01,06-25 07:00:00+02:00,1597.4563500000006
2030,sc01,06-25 09:00:00+02:00,2076.6932550000006
2030,sc01,06-25 11:00:00+02:00,2270.670097500001
2030,sc01,06-25 13:00:00+02:00,2270.670097500001
2030,sc01,06-25 15:00:00+02:00,2247.849292500001
2030,sc01,06-25 17:00:00+02:00,2190.7972800000007
2030,sc01,06-25 19:00:00+02:00,2110.9244625000006
2030,sc01,06-25 21:00:00+02:00,2110.9244625000006
2030,sc01,06-25 23:00:00+02:00,1814.2539975000007
2030,sc01,06-26 01:00:00+02:00,1521.3870000000006
2030,sc01,06-26 03:00:00+02:00,1398.6945000000007
2030,sc01,06-26 05:00:00+02:00,1398.6945000000007
2030,sc01,06-26 07:00:00+02:00,1717.6950000000006
2030,sc01,06-26 09:00:00+02:00,2233.0035000000007
2030,sc01,06-26 11:00:00+02:00,2441.5807500000005
2030,sc01,06-26 13:00:00+02:00,2441.5807500000005
2030,sc01,06-26 15:00:00+02:00,2417.0422500000004
2030,sc01,06-26 17:00:00+02:00,2355.6960000000004
2030,sc01,06-26 19:00:00+02:00,2269.8112500000007
2030,sc01,06-26 21:00:00+02:00,2269.8112500000007
2030,sc01,06-26 23:00:00+02:00,1950.8107500000006
2030,sc01,06-27 01:00:00+02:00,1490.9592600000005
2030,sc01,06-27 03:00:00+02:00,1370.7206100000005
2030,sc01,06-27 05:00:00+02:00,1370.7206100000005
2030,sc01,06-27 07:00:00+02:00,1683.3411000000006
2030,sc01,06-27 09:00:00+02:00,2188.343430000001
2030,sc01,06-27 11:00:00+02:00,2392.7491350000005
2030,sc01,06-27 13:00:00+02:00,2392.7491350000005
2030,sc01,06-27 15:00:00+02:00,2368.7014050000007
2030,sc01,06-27 17:00:00+02:00,2308.5820800000006
2030,sc01,06-27 19:00:00+02:00,2224.4150250000007
2030,sc01,06-27 21:00:00+02:00,2224.4150250000007
2030,sc01,06-27 23:00:00+02:00,1911.7945350000007
2030,sc01,06-28 01:00:00+02:00,1460.5315200000007
2030,sc01,06-28 03:00:00+02:00,1342.7467200000008
2030,sc01,06-28 05:00:00+02:00,1342.7467200000008
2030,sc01,06-28 07:00:00+02:00,1648.9872000000007
2030,sc01,06-28 09:00:00+02:00,2143.683360000001
2030,sc01,06-28 11:00:00+02:00,2343.9175200000004
2030,sc01,06-28 13:00:00+02:00,2343.9175200000004
2030,sc01,06-28 15:00:00+02:00,2320.3605600000005
2030,sc01,06-28 17:00:00+02:00,2261.468160000001
2030,sc01,06-28 19:00:00+02:00,2179.0188000000007
2030,sc01,06-28 21:00:00+02:00,2179.0188000000007
2030,sc01,06-28 23:00:00+02:00,1872.7783200000006
2030,sc01,06-29 01:00:00+02:00,1430.1037800000008
2030,sc01,06-29 03:00:00+02:00,1314.7728300000008
2030,sc01,06-29 05:00:00+02:00,1314.7728300000008
2030,sc01,06-29 07:00:00+02:00,1614.6333000000006
2030,sc01,06-29 09:00:00+02:00,2099.0232900000005
2030,sc01,06-29 11:00:00+02:00,2295.085905000001
2030,sc01,06-29 13:00:00+02:00,2295.085905000001
2030,sc01,06-29 15:00:00+02:00,2272.0197150000004
2030,sc01,06-29 17:00:00+02:00,2214.3542400000006
2030,sc01,06-29 19:00:00+02:00,2133.622575000001
2030,sc01,06-29 21:00:00+02:00,2133.622575000001
2030,sc01,06-29 23:00:00+02:00,1833.7621050000007
2030,sc01,06-30 01:00:00+02:00,1360.4144400000007
2030,sc01,06-30 03:00:00+02:00,1237.5992475000007
2030,sc01,06-30 05:00:00+02:00,1190.3626350000006
2030,sc01,06-30 07:00:00+02:00,1209.2572800000007
2030,sc01,06-30 09:00:00+02:00,1577.7028575000006
2030,sc01,06-30 11:00:00+02:00,1738.3073400000007
2030,sc01,06-30 13:00:00+02:00,1747.7546625000007
2030,sc01,06-30 15:00:00+02:00,1719.4126950000007
2030,sc01,06-30 17:00:00+02:00,1757.2019850000008
2030,sc01,06-30 19:00:00+02:00,1794.9912750000008
2030,sc01,06-30 21:00:00+02:00,1823.3332425000008
2030,sc01,06-30 23:00:00+02:00,1587.1501800000008
2030,sc01,07-01 01:00:00+02:00,1325.0790000000006
2030,sc01,07-01 03:00:00+02:00,1205.4538125000008
2030,sc01,07-01 05:00:00+02:00,1159.4441250000007
2030,sc01,07-01 07:00:00+02:00,1177.8480000000006
2030,sc01,07-01 09:00:00+02:00,1536.7235625000008
2030,sc01,07-01 11:00:00+02:00,1693.1565000000007
2030,sc01,07-01 13:00:00+02:00,1702.3584375000007
2030,sc01,07-01 15:00:00+02:00,1674.7526250000008
2030,sc01,07-01 17:00:00+02:00,1711.5603750000007
2030,sc01,07-01 19:00:00+02:00,1748.3681250000009
2030,sc01,07-01 21:00:00+02:00,1775.9739375000006
2030,sc01,07-01 23:00:00+02:00,1545.9255000000007
2030,sc01,07-02 01:00:00+02:00,1240.6990500000006
2030,sc01,07-02 03:00:00+02:00,1140.6426750000007
2030,sc01,07-02 05:00:00+02:00,1140.6426750000007
2030,sc01,07-02 07:00:00+02:00,1400.7892500000007
2030,sc01,07-02 09:00:00+02:00,1821.0260250000008
2030,sc01,07-02 11:00:00+02:00,1991.1218625000008
2030,sc01,07-02 13:00:00+02:00,1991.1218625000008
2030,sc01,07-02 15:00:00+02:00,1971.1105875000007
2030,sc01,07-02 17:00:00+02:00,1921.0824000000007
2030,sc01,07-02 19:00:00+02:00,1851.0429375000008
2030,sc01,07-02 21:00:00+02:00,1851.0429375000008
2030,sc01,07-02 23:00:00+02:00,1590.8963625000006
2030,sc01,07-03 01:00:00+02:00,1334.0850000000007
2030,sc01,07-03 03:00:00+02:00,1226.4975000000006
2030,sc01,07-03 05:00:00+02:00,1226.4975000000006
2030,sc01,07-03 07:00:00+02:00,1506.2250000000006
2030,sc01,07-03 09:00:00+02:00,1958.0925000000007
2030,sc01,07-03 11:00:00+02:00,2140.991250000001
2030,sc01,07-03 13:00:00+02:00,2140.991250000001
2030,sc01,07-03 15:00:00+02:00,2119.4737500000006
2030,sc01,07-03 17:00:00+02:00,2065.6800000000007
2030,sc01,07-03 19:00:00+02:00,1990.3687500000008
2030,sc01,07-03 21:00:00+02:00,1990.3687500000008
2030,sc01,07-03 23:00:00+02:00,1710.6412500000008
2030,sc01,07-04 01:00:00+02:00,1307.4033000000009
2030,sc01,07-04 03:00:00+02:00,1201.9675500000008
2030,sc01,07-04 05:00:00+02:00,1201.9675500000008
2030,sc01,07-04 07:00:00+02:00,1476.1005000000007
2030,sc01,07-04 09:00:00+02:00,1918.9306500000007
2030,sc01,07-04 11:00:00+02:00,2098.171425000001
2030,sc01,07-04 13:00:00+02:00,2098.171425000001
2030,sc01,07-04 15:00:00+02:00,2077.084275000001
2030,sc01,07-04 17:00:00+02:00,2024.3664000000008
2030,sc01,07-04 19:00:00+02:00,1950.5613750000007
2030,sc01,07-04 21:00:00+02:00,1950.5613750000007
2030,sc01,07-04 23:00:00+02:00,1676.4284250000007
2030,sc01,07-05 01:00:00+02:00,1280.7216000000008
2030,sc01,07-05 03:00:00+02:00,1177.4376000000009
2030,sc01,07-05 05:00:00+02:00,1177.4376000000009
2030,sc01,07-05 07:00:00+02:00,1445.9760000000008
2030,sc01,07-05 09:00:00+02:00,1879.7688000000007
2030,sc01,07-05 11:00:00+02:00,2055.351600000001
2030,sc01,07-05 13:00:00+02:00,2055.351600000001
2030,sc01,07-05 15:00:00+02:00,2034.694800000001
2030,sc01,07-05 17:00:00+02:00,1983.0528000000008
2030,sc01,07-05 19:00:00+02:00,1910.7540000000008
2030,sc01,07-05 21:00:00+02:00,1910.7540000000008
2030,sc01,07-05 23:00:00+02:00,1642.215600000001
2030,sc01,07-06 01:00:00+02:00,1254.0399000000007
2030,sc01,07-06 03:00:00+02:00,1152.9076500000008
2030,sc01,07-06 05:00:00+02:00,1152.9076500000008
2030,sc01,07-06 07:00:00+02:00,1415.8515000000007
2030,sc01,07-06 09:00:00+02:00,1840.6069500000008
2030,sc01,07-06 11:00:00+02:00,2012.5317750000008
2030,sc01,07-06 13:00:00+02:00,2012.5317750000008
2030,sc01,07-06 15:00:00+02:00,1992.3053250000007
2030,sc01,07-06 17:00:00+02:00,1941.739200000001
2030,sc01,07-06 19:00:00+02:00,1870.9466250000007
2030,sc01,07-06 21:00:00+02:00,1870.9466250000007
2030,sc01,07-06 23:00:00+02:00,1608.0027750000008
2030,sc01,07-07 01:00:00+02:00,1192.9302000000007
2030,sc01,07-07 03:00:00+02:00,1085.235112500001
2030,sc01,07-07 05:00:00+02:00,1043.8139250000008
2030,sc01,07-07 07:00:00+02:00,1060.3824000000009
2030,sc01,07-07 09:00:00+02:00,1383.4676625000009
2030,sc01,07-07 11:00:00+02:00,1524.2997000000007
2030,sc01,07-07 13:00:00+02:00,1532.583937500001
2030,sc01,07-07 15:00:00+02:00,1507.731225000001
2030,sc01,07-07 17:00:00+02:00,1540.8681750000007
2030,sc01,07-07 19:00:00+02:00,1574.0051250000008
2030,sc01,07-07 21:00:00+02:00,1598.8578375000009
2030,sc01,07-07 23:00:00+02:00,1391.751900000001
2030,sc01,07-08 01:00:00+02:00,1161.9450000000008
2030,sc01,07-08 03:00:00+02:00,1057.0471875000007
2030,sc01,07-08 05:00:00+02:00,1016.7018750000008
2030,sc01,07-08 07:00:00+02:00,1032.8400000000008
2030,sc01,07-08 09:00:00+02:00,1347.533437500001
2030,sc01,07-08 11:00:00+02:00,1484.7075000000007
2030,sc01,07-08 13:00:00+02:00,1492.7765625000009
2030,sc01,07-08 15:00:00+02:00,1468.5693750000007
2030,sc01,07-08 17:00:00+02:00,1500.8456250000008
2030,sc01,07-08 19:00:00+02:00,1533.1218750000007
2030,sc01,07-08 21:00:00+02:00,1557.3290625000009
2030,sc01,07-08 23:00:00+02:00,1355.6025000000006
2030,sc01,07-09 01:00:00+02:00,1340.9409600000008
2030,sc01,07-09 03:00:00+02:00,1232.8005600000008
2030,sc01,07-09 05:00:00+02:00,1232.8005600000008
2030,sc01,07-09 07:00:00+02:00,1513.965600000001
2030,sc01,07-09 09:00:00+02:00,1968.1552800000009
2030,sc01,07-09 11:00:00+02:00,2151.9939600000007
2030,sc01,07-09 13:00:00+02:00,2151.9939600000007
2030,sc01,07-09 15:00:00+02:00,2130.3658800000007
2030,sc01,07-09 17:00:00+02:00,2076.2956800000006
2030,sc01,07-09 19:00:00+02:00,2000.5974000000008
2030,sc01,07-09 21:00:00+02:00,2000.5974000000008
2030,sc01,07-09 23:00:00+02:00,1719.4323600000007
2030,sc01,07-10 01:00:00+02:00,1441.8720000000008
2030,sc01,07-10 03:00:00+02:00,1325.5920000000008
2030,sc01,07-10 05:00:00+02:00,1325.5920000000008
2030,sc01,07-10 07:00:00+02:00,1627.9200000000008
2030,sc01,07-10 09:00:00+02:00,2116.2960000000007
2030,sc01,07-10 11:00:00+02:00,2313.9720000000007
2030,sc01,07-10 13:00:00+02:00,2313.9720000000007
2030,sc01,07-10 15:00:00+02:00,2290.716000000001
2030,sc01,07-10 17:00:00+02:00,2232.576000000001
2030,sc01,07-10 19:00:00+02:00,2151.1800000000007
2030,sc01,07-10 21:00:00+02:00,2151.1800000000007
2030,sc01,07-10 23:00:00+02:00,1848.852000000001
2030,sc01,07-11 01:00:00+02:00,1413.0345600000007
2030,sc01,07-11 03:00:00+02:00,1299.080160000001
2030,sc01,07-11 05:00:00+02:00,1299.080160000001
2030,sc01,07-11 07:00:00+02:00,1595.3616000000009
2030,sc01,07-11 09:00:00+02:00,2073.970080000001
2030,sc01,07-11 11:00:00+02:00,2267.692560000001
2030,sc01,07-11 13:00:00+02:00,2267.692560000001
2030,sc01,07-11 15:00:00+02:00,2244.901680000001
2030,sc01,07-11 17:00:00+02:00,2187.924480000001
2030,sc01,07-11 19:00:00+02:00,2108.1564000000008
2030,sc01,07-11 21:00:00+02:00,2108.1564000000008
2030,sc01,07-11 23:00:00+02:00,1811.8749600000008
2030,sc01,07-12 01:00:00+02:00,1384.1971200000007
2030,sc01,07-12 03:00:00+02:00,1272.5683200000008
2030,sc01,07-12 05:00:00+02:00,1272.5683200000008
2030,sc01,07-12 07:00:00+02:00,1562.8032000000007
2030,sc01,07-12 09:00:00+02:00,2031.6441600000007
2030,sc01,07-12 11:00:00+02:00,2221.4131200000006
2030,sc01,07-12 13:00:00+02:00,2221.4131200000006
2030,sc01,07-12 15:00:00+02:00,2199.087360000001
2030,sc01,07-12 17:00:00+02:00,2143.2729600000007
2030,sc01,07-12 19:00:00+02:00,2065.1328000000008
2030,sc01,07-12 21:00:00+02:00,2065.1328000000008
2030,sc01,07-12 23:00:00+02:00,1774.8979200000008
2030,sc01,07-13 01:00:00+02:00,1355.3596800000007
2030,sc01,07-13 03:00:00+02:00,1246.0564800000009
2030,sc01,07-13 05:00:00+02:00,1246.0564800000009
2030,sc01,07-13 07:00:00+02:00,1530.2448000000009
2030,sc01,07-13 09:00:00+02:00,1989.318240000001
2030,sc01,07-13 11:00:00+02:00,2175.133680000001
2030,sc01,07-13 13:00:00+02:00,2175.133680000001
2030,sc01,07-13 15:00:00+02:00,2153.273040000001
2030,sc01,07-13 17:00:00+02:00,2098.621440000001
2030,sc01,07-13 19:00:00+02:00,2022.1092000000008
2030,sc01,07-13 21:00:00+02:00,2022.1092000000008
2030,sc01,07-13 23:00:00+02:00,1737.920880000001
2030,sc01,07-14 01:00:00+02:00,1289.3126400000008
2030,sc01,07-14 03:00:00+02:00,1172.9163600000009
2030,sc01,07-14 05:00:00+02:00,1128.148560000001
2030,sc01,07-14 07:00:00+02:00,1146.0556800000008
2030,sc01,07-14 09:00:00+02:00,1495.2445200000009
2030,sc01,07-14 11:00:00+02:00,1647.4550400000007
2030,sc01,07-14 13:00:00+02:00,1656.408600000001
2030,sc01,07-14 15:00:00+02:00,1629.5479200000009
2030,sc01,07-14 17:00:00+02:00,1665.3621600000008
2030,sc01,07-14 19:00:00+02:00,1701.1764000000007
2030,sc01,07-14 21:00:00+02:00,1728.0370800000007
2030,sc01,07-14 23:00:00+02:00,1504.1980800000008
2030,sc01,07-15 01:00:00+02:00,1255.8240000000008
2030,sc01,07-15 03:00:00+02:00,1142.451000000001
2030,sc01,07-15 05:00:00+02:00,1098.8460000000007
2030,sc01,07-15 07:00:00+02:00,1116.2880000000007
2030,sc01,07-15 09:00:00+02:00,1456.4070000000008
2030,sc01,07-15 11:00:00+02:00,1604.664000000001
2030,sc01,07-15 13:00:00+02:00,1613.385000000001
2030,sc01,07-15 15:00:00+02:00,1587.222000000001
2030,sc01,07-15 17:00:00+02:00,1622.106000000001
2030,sc01,07-15 19:00:00+02:00,1656.990000000001
2030,sc01,07-15 21:00:00+02:00,1683.153000000001
2030,sc01,07-15 23:00:00+02:00,1465.1280000000008
2030,sc01,07-16 01:00:00+02:00,1316.2913100000007
2030,sc01,07-16 03:00:00+02:00,1210.1387850000008
2030,sc01,07-16 05:00:00+02:00,1210.1387850000008
2030,sc01,07-16 07:00:00+02:00,1486.1353500000007
2030,sc01,07-16 09:00:00+02:00,1931.9759550000008
2030,sc01,07-16 11:00:00+02:00,2112.435247500001
2030,sc01,07-16 13:00:00+02:00,2112.435247500001
2030,sc01,07-16 15:00:00+02:00,2091.204742500001
2030,sc01,07-16 17:00:00+02:00,2038.128480000001
2030,sc01,07-16 19:00:00+02:00,1963.8217125000008
2030,sc01,07-16 21:00:00+02:00,1963.8217125000008
2030,sc01,07-16 23:00:00+02:00,1687.8251475000009
2030,sc01,07-17 01:00:00+02:00,1415.3670000000009
2030,sc01,07-17 03:00:00+02:00,1301.224500000001
2030,sc01,07-17 05:00:00+02:00,1301.224500000001
2030,sc01,07-17 07:00:00+02:00,1597.995000000001
2030,sc01,07-17 09:00:00+02:00,2077.393500000001
2030,sc01,07-17 11:00:00+02:00,2271.435750000001
2030,sc01,07-17 13:00:00+02:00,2271.435750000001
2030,sc01,07-17 15:00:00+02:00,2248.607250000001
2030,sc01,07-17 17:00:00+02:00,2191.536000000001
2030,sc01,07-17 19:00:00+02:00,2111.636250000001
2030,sc01,07-17 21:00:00+02:00,2111.636250000001
2030,sc01,07-17 23:00:00+02:00,1814.8657500000008
2030,sc01,07-18 01:00:00+02:00,1387.0596600000008
2030,sc01,07-18 03:00:00+02:00,1275.200010000001
2030,sc01,07-18 05:00:00+02:00,1275.200010000001
2030,sc01,07-18 07:00:00+02:00,1566.035100000001
2030,sc01,07-18 09:00:00+02:00,2035.845630000001
2030,sc01,07-18 11:00:00+02:00,2226.007035000001
2030,sc01,07-18 13:00:00+02:00,2226.007035000001
2030,sc01,07-18 15:00:00+02:00,2203.635105000001
2030,sc01,07-18 17:00:00+02:00,2147.705280000001
2030,sc01,07-18 19:00:00+02:00,2069.403525000001
2030,sc01,07-18 21:00:00+02:00,2069.403525000001
2030,sc01,07-18 23:00:00+02:00,1778.568435000001
2030,sc01,07-19 01:00:00+02:00,1358.752320000001
2030,sc01,07-19 03:00:00+02:00,1249.175520000001
2030,sc01,07-19 05:00:00+02:00,1249.175520000001
2030,sc01,07-19 07:00:00+02:00,1534.075200000001
2030,sc01,07-19 09:00:00+02:00,1994.2977600000008
2030,sc01,07-19 11:00:00+02:00,2180.578320000001
2030,sc01,07-19 13:00:00+02:00,2180.578320000001
2030,sc01,07-19 15:00:00+02:00,2158.662960000001
2030,sc01,07-19 17:00:00+02:00,2103.874560000001
2030,sc01,07-19 19:00:00+02:00,2027.170800000001
2030,sc01,07-19 21:00:00+02:00,2027.170800000001
2030,sc01,07-19 23:00:00+02:00,1742.2711200000008
2030,sc01,07-20 01:00:00+02:00,1330.444980000001
2030,sc01,07-20 03:00:00+02:00,1223.151030000001
2030,sc01,07-20 05:00:00+02:00,1223.151030000001
2030,sc01,07-20 07:00:00+02:00,1502.1153000000008
2030,sc01,07-20 09:00:00+02:00,1952.749890000001
2030,sc01,07-20 11:00:00+02:00,2135.149605000001
2030,sc01,07-20 13:00:00+02:00,2135.149605000001
2030,sc01,07-20 15:00:00+02:00,2113.690815000001
2030,sc01,07-20 17:00:00+02:00,2060.0438400000007
2030,sc01,07-20 19:00:00+02:00,1984.938075000001
2030,sc01,07-20 21:00:00+02:00,1984.938075000001
2030,sc01,07-20 23:00:00+02:00,1705.9738050000008
2030,sc01,07-21 01:00:00+02:00,1265.612040000001
2030,sc01,07-21 03:00:00+02:00,1151.355397500001
2030,sc01,07-21 05:00:00+02:00,1107.410535000001
2030,sc01,07-21 07:00:00+02:00,1124.988480000001
2030,sc01,07-21 09:00:00+02:00,1467.7584075000009
2030,sc01,07-21 11:00:00+02:00,1617.1709400000009
2030,sc01,07-21 13:00:00+02:00,1625.9599125000009
2030,sc01,07-21 15:00:00+02:00,1599.5929950000009
2030,sc01,07-21 17:00:00+02:00,1634.7488850000009
2030,sc01,07-21 19:00:00+02:00,1669.9047750000009
2030,sc01,07-21 21:00:00+02:00,1696.2716925000009
2030,sc01,07-21 23:00:00+02:00,1476.5473800000009
2030,sc01,07-22 01:00:00+02:00,1232.739000000001
2030,sc01,07-22 03:00:00+02:00,1121.450062500001
2030,sc01,07-22 05:00:00+02:00,1078.6466250000008
2030,sc01,07-22 07:00:00+02:00,1095.768000000001
2030,sc01,07-22 09:00:00+02:00,1429.6348125000009
2030,sc01,07-22 11:00:00+02:00,1575.166500000001
2030,sc01,07-22 13:00:00+02:00,1583.7271875000008
2030,sc01,07-22 15:00:00+02:00,1558.045125000001
2030,sc01,07-22 17:00:00+02:00,1592.287875000001
2030,sc01,07-22 19:00:00+02:00,1626.5306250000008
2030,sc01,07-22 21:00:00+02:00,1652.2126875000008
2030,sc01,07-22 23:00:00+02:00,1438.195500000001
2030,sc01,07-23 01:00:00+02:00,1446.112800000001
2030,sc01,07-23 03:00:00+02:00,1329.490800000001
2030,sc01,07-23 05:00:00+02:00,1329.490800000001
2030,sc01,07-23 07:00:00+02:00,1632.7080000000008
2030,sc01,07-23 09:00:00+02:00,2122.5204000000012
2030,sc01,07-23 11:00:00+02:00,2320.7778000000008
2030,sc01,07-23 13:00:00+02:00,2320.7778000000008
2030,sc01,07-23 15:00:00+02:00,2297.453400000001
2030,sc01,07-23 17:00:00+02:00,2239.142400000001
2030,sc01,07-23 19:00:00+02:00,2157.507000000001
2030,sc01,07-23 21:00:00+02:00,2157.507000000001
2030,sc01,07-23 23:00:00+02:00,1854.289800000001
2030,sc01,07-24 01:00:00+02:00,1554.9600000000007
2030,sc01,07-24 03:00:00+02:00,1429.5600000000009
2030,sc01,07-24 05:00:00+02:00,1429.5600000000009
2030,sc01,07-24 07:00:00+02:00,1755.6000000000008
2030,sc01,07-24 09:00:00+02:00,2282.2800000000007
2030,sc01,07-24 11:00:00+02:00,2495.460000000001
2030,sc01,07-24 13:00:00+02:00,2495.460000000001
2030,sc01,07-24 15:00:00+02:00,2470.380000000001
2030,sc01,07-24 17:00:00+02:00,2407.6800000000007
2030,sc01,07-24 19:00:00+02:00,2319.900000000001
2030,sc01,07-24 21:00:00+02:00,2319.900000000001
2030,sc01,07-24 23:00:00+02:00,1993.8600000000008
2030,sc01,07-25 01:00:00+02:00,1523.8608000000008
2030,sc01,07-25 03:00:00+02:00,1400.968800000001
2030,sc01,07-25 05:00:00+02:00,1400.968800000001
2030,sc01,07-25 07:00:00+02:00,1720.488000000001
2030,sc01,07-25 09:00:00+02:00,2236.634400000001
2030,sc01,07-25 11:00:00+02:00,2445.550800000001
2030,sc01,07-25 13:00:00+02:00,2445.550800000001
2030,sc01,07-25 15:00:00+02:00,2420.9724000000006
2030,sc01,07-25 17:00:00+02:00,2359.5264000000006
2030,sc01,07-25 19:00:00+02:00,2273.502000000001
2030,sc01,07-25 21:00:00+02:00,2273.502000000001
2030,sc01,07-25 23:00:00+02:00,1953.982800000001
2030,sc01,07-26 01:00:00+02:00,1492.761600000001
2030,sc01,07-26 03:00:00+02:00,1372.377600000001
2030,sc01,07-26 05:00:00+02:00,1372.377600000001
2030,sc01,07-26 07:00:00+02:00,1685.3760000000009
2030,sc01,07-26 09:00:00+02:00,2190.988800000001
2030,sc01,07-26 11:00:00+02:00,2395.641600000001
2030,sc01,07-26 13:00:00+02:00,2395.641600000001
2030,sc01,07-26 15:00:00+02:00,2371.564800000001
2030,sc01,07-26 17:00:00+02:00,2311.372800000001
2030,sc01,07-26 19:00:00+02:00,2227.1040000000007
2030,sc01,07-26 21:00:00+02:00,2227.1040000000007
2030,sc01,07-26 23:00:00+02:00,1914.1056000000008
2030,sc01,07-27 01:00:00+02:00,1461.6624000000008
2030,sc01,07-27 03:00:00+02:00,1343.7864000000009
2030,sc01,07-27 05:00:00+02:00,1343.7864000000009
2030,sc01,07-27 07:00:00+02:00,1650.2640000000008
2030,sc01,07-27 09:00:00+02:00,2145.3432000000007
2030,sc01,07-27 11:00:00+02:00,2345.732400000001
2030,sc01,07-27 13:00:00+02:00,2345.732400000001
2030,sc01,07-27 15:00:00+02:00,2322.157200000001
2030,sc01,07-27 17:00:00+02:00,2263.219200000001
2030,sc01,07-27 19:00:00+02:00,2180.706000000001
2030,sc01,07-27 21:00:00+02:00,2180.706000000001
2030,sc01,07-27 23:00:00+02:00,1874.2284000000009
2030,sc01,07-28 01:00:00+02:00,1390.435200000001
2030,sc01,07-28 03:00:00+02:00,1264.9098000000008
2030,sc01,07-28 05:00:00+02:00,1216.6308000000008
2030,sc01,07-28 07:00:00+02:00,1235.9424000000008
2030,sc01,07-28 09:00:00+02:00,1612.518600000001
2030,sc01,07-28 11:00:00+02:00,1776.667200000001
2030,sc01,07-28 13:00:00+02:00,1786.3230000000008
2030,sc01,07-28 15:00:00+02:00,1757.355600000001
2030,sc01,07-28 17:00:00+02:00,1795.9788000000008
2030,sc01,07-28 19:00:00+02:00,1834.6020000000008
2030,sc01,07-28 21:00:00+02:00,1863.569400000001
2030,sc01,07-28 23:00:00+02:00,1622.1744000000008
2030,sc01,07-29 01:00:00+02:00,1354.3200000000008
2030,sc01,07-29 03:00:00+02:00,1232.0550000000007
2030,sc01,07-29 05:00:00+02:00,1185.0300000000009
2030,sc01,07-29 07:00:00+02:00,1203.8400000000008
2030,sc01,07-29 09:00:00+02:00,1570.635000000001
2030,sc01,07-29 11:00:00+02:00,1730.520000000001
2030,sc01,07-29 13:00:00+02:00,1739.9250000000009
2030,sc01,07-29 15:00:00+02:00,1711.710000000001
2030,sc01,07-29 17:00:00+02:00,1749.3300000000008
2030,sc01,07-29 19:00:00+02:00,1786.950000000001
2030,sc01,07-29 21:00:00+02:00,1815.1650000000009
2030,sc01,07-29 23:00:00+02:00,1580.0400000000009
2030,sc01,07-30 01:00:00+02:00,1196.0381250000007
2030,sc01,07-30 03:00:00+02:00,1129.0599900000009
2030,sc01,07-30 05:00:00+02:00,1186.4698200000007
2030,sc01,07-30 07:00:00+02:00,1502.2238850000008
2030,sc01,07-30 09:00:00+02:00,1856.251170000001
2030,sc01,07-30 11:00:00+02:00,1904.092695000001
2030,sc01,07-30 13:00:00+02:00,1770.1364250000008
2030,sc01,07-30 15:00:00+02:00,1703.1582900000008
2030,sc01,07-30 17:00:00+02:00,1741.4315100000008
2030,sc01,07-30 19:00:00+02:00,1856.251170000001
2030,sc01,07-30 21:00:00+02:00,1779.7047300000008
2030,sc01,07-30 23:00:00+02:00,1435.245750000001
2030,sc01,07-31 01:00:00+02:00,1286.062500000001
2030,sc01,07-31 03:00:00+02:00,1214.0430000000008
2030,sc01,07-31 05:00:00+02:00,1275.7740000000008
2030,sc01,07-31 07:00:00+02:00,1615.2945000000009
2030,sc01,07-31 09:00:00+02:00,1995.9690000000007
2030,sc01,07-31 11:00:00+02:00,2047.4115000000008
2030,sc01,07-31 13:00:00+02:00,1903.3725000000009
2030,sc01,07-31 15:00:00+02:00,1831.3530000000007
2030,sc01,07-31 17:00:00+02:00,1872.507000000001
2030,sc01,07-31 19:00:00+02:00,1995.969000000001
2030,sc01,07-31 21:00:00+02:00,1913.661000000001
2030,sc01,07-31 23:00:00+02:00,1543.2750000000008
2030,sc01,08-01 01:00:00+02:00,1260.3412500000009
2030,sc01,08-01 03:00:00+02:00,1189.7621400000007
2030,sc01,08-01 05:00:00+02:00,1250.2585200000008
2030,sc01,08-01 07:00:00+02:00,1582.9886100000008
2030,sc01,08-01 09:00:00+02:00,1956.049620000001
2030,sc01,08-01 11:00:00+02:00,2006.4632700000009
2030,sc01,08-01 13:00:00+02:00,1865.3050500000008
2030,sc01,08-01 15:00:00+02:00,1794.725940000001
2030,sc01,08-01 17:00:00+02:00,1835.0568600000008
2030,sc01,08-01 19:00:00+02:00,1956.049620000001
2030,sc01,08-01 21:00:00+02:00,1875.387780000001
2030,sc01,08-01 23:00:00+02:00,1512.4095000000007
2030,sc01,08-02 01:00:00+02:00,1234.6200000000008
2030,sc01,08-02 03:00:00+02:00,1165.4812800000009
2030,sc01,08-02 05:00:00+02:00,1224.7430400000007
2030,sc01,08-02 07:00:00+02:00,1550.6827200000007
2030,sc01,08-02 09:00:00+02:00,1916.1302400000009
2030,sc01,08-02 11:00:00+02:00,1965.515040000001
