,,,Demand,Solar,Wind,Hydro
sc01,y2030,2030-06-01T23:00:00+02:00,3297.945282,0.57,1722.9,242.8
sc01,y2030,2030-06-02T00:00:00+02:00,2973.469412,0.57,1847.7,242.2
sc01,y2030,2030-06-02T01:00:00+02:00,2834.606767,0.57,1897.2,228
sc01,y2030,2030-06-02T02:00:00+02:00,2786.024853,0.57,1918.9,250.4
sc01,y2030,2030-06-02T03:00:00+02:00,2772.654794,0.57,1903.3,354.8
sc01,y2030,2030-06-02T04:00:00+02:00,2739.726568,17.02,1798.3,445.2
sc01,y2030,2030-06-02T05:00:00+02:00,2728.526591,550.22,1694.6,466.6
sc01,y2030,2030-06-02T06:00:00+02:00,2881.644376,1279.2,1611.2,554.8
sc01,y2030,2030-06-02T07:00:00+02:00,3120.983013,1792,1337.2,565.8
sc01,y2030,2030-06-02T08:00:00+02:00,3394.766858,2159.5,983.3,758.4
sc01,y2030,2030-06-02T09:00:00+02:00,3642.902023,2373.8,734.7,819.2
sc01,y2030,2030-06-02T10:00:00+02:00,3832.755311,2501.5,568.7,814.4
sc01,y2030,2030-06-02T11:00:00+02:00,3967.133018,2563,417,826
sc01,y2030,2030-06-02T12:00:00+02:00,4077.750158,2553.1,378.4,833.6
sc01,y2030,2030-06-02T13:00:00+02:00,4209.965382,2421.8,384.7,836.4
sc01,y2030,2030-06-02T14:00:00+02:00,4320.896148,2223.6,361.8,839
sc01,y2030,2030-06-02T15:00:00+02:00,4399.977599,1868.1,321,855.8
sc01,y2030,2030-06-02T16:00:00+02:00,4464.139097,1320.6,313.3,847.8
sc01,y2030,2030-06-02T17:00:00+02:00,4384.134195,525.51,49.4,855
sc01,y2030,2030-06-02T18:00:00+02:00,4292.625146,0.57,15.7,836.2
sc01,y2030,2030-06-02T19:00:00+02:00,4413.892201,0.57,11.81,691.2
sc01,y2030,2030-06-02T20:00:00+02:00,4241.491051,0.57,94.73,555.2
sc01,y2030,2030-06-02T21:00:00+02:00,3863.690469,0.57,222.32,501.6
sc01,y2030,2030-06-02T22:00:00+02:00,3480.631528,0.57,166.42,347.6
sc01,y2030,2030-06-02T23:00:00+02:00,3197.064591,0.57,83.7,262
sc01,y2030,2030-06-03T00:00:00+02:00,3018.508421,0.57,155,322.6
sc01,y2030,2030-06-03T01:00:00+02:00,2909.180814,0.57,262.3,331.6
sc01,y2030,2030-06-03T02:00:00+02:00,2870.311021,0.57,187.2,279.8
sc01,y2030,2030-06-03T03:00:00+02:00,2914.78681,0.57,88.9,326.6
sc01,y2030,2030-06-03T04:00:00+02:00,3001.917604,19.51,53.02,406
sc01,y2030,2030-06-03T05:00:00+02:00,3240.104889,540.32,32.22,477
sc01,y2030,2030-06-03T06:00:00+02:00,3539.008472,1256.1,9.92,562.4
sc01,y2030,2030-06-03T07:00:00+02:00,3815.774334,1760.8,0.13,567.8
sc01,y2030,2030-06-03T08:00:00+02:00,4089.723832,2130.4,0.04,650.2
sc01,y2030,2030-06-03T09:00:00+02:00,4341.954233,2349.8,1.23,811.6
sc01,y2030,2030-06-03T10:00:00+02:00,4575.209267,2475.7,12.33,811.8
sc01,y2030,2030-06-03T11:00:00+02:00,4756.639858,2519.8,27.02,800.4
sc01,y2030,2030-06-03T12:00:00+02:00,4943.859344,2486.2,42.32,775.6
sc01,y2030,2030-06-03T13:00:00+02:00,5156.213329,2364.5,48.02,837.2
sc01,y2030,2030-06-03T14:00:00+02:00,5292.003791,2189.6,53.4,824.6
sc01,y2030,2030-06-03T15:00:00+02:00,5373.312879,1817.7,35.6,872
sc01,y2030,2030-06-03T16:00:00+02:00,5355.051165,1295.2,36.51,862
sc01,y2030,2030-06-03T17:00:00+02:00,5169.848735,522.51,18.51,868
sc01,y2030,2030-06-03T18:00:00+02:00,4972.45366,0.57,27.2,872.8
sc01,y2030,2030-06-03T19:00:00+02:00,4918.426049,0.57,48.6,792.8
sc01,y2030,2030-06-03T20:00:00+02:00,4650.590707,0.57,124.4,566
sc01,y2030,2030-06-03T21:00:00+02:00,4220.371867,0.57,487.3,443.6
sc01,y2030,2030-06-03T22:00:00+02:00,3781.766107,0.57,811.9,234.4
sc01,y2030,2030-06-03T23:00:00+02:00,3440.10161,0.57,981.3,213.8
sc01,y2030,2030-06-04T00:00:00+02:00,3246.841382,0.57,1362.5,304.8
sc01,y2030,2030-06-04T01:00:00+02:00,3101.03425,0.57,1235.7,297
sc01,y2030,2030-06-04T02:00:00+02:00,3019.520181,0.57,1271.1,258.4
sc01,y2030,2030-06-04T03:00:00+02:00,3046.895221,0.57,1202.6,328.2
sc01,y2030,2030-06-04T04:00:00+02:00,3149.13775,21.2,1141.6,404
sc01,y2030,2030-06-04T05:00:00+02:00,3364.11129,522.62,1114.2,545.2
sc01,y2030,2030-06-04T06:00:00+02:00,3694.604875,1236.1,1148,714.2
sc01,y2030,2030-06-04T07:00:00+02:00,4035.080784,1736.9,1139.4,795.4
sc01,y2030,2030-06-04T08:00:00+02:00,4344.754603,2084,820.3,820.4
sc01,y2030,2030-06-04T09:00:00+02:00,4663.113871,2295.2,728.5,856
sc01,y2030,2030-06-04T10:00:00+02:00,4948.265075,2433,598.6,855.2
sc01,y2030,2030-06-04T11:00:00+02:00,5203.78089,2488.3,266.5,825.4
sc01,y2030,2030-06-04T12:00:00+02:00,5466.26852,2453.4,188,807.4
sc01,y2030,2030-06-04T13:00:00+02:00,5716.922613,2331.8,200.4,829.8
sc01,y2030,2030-06-04T14:00:00+02:00,5908.017535,2149.9,192.1,825.6
sc01,y2030,2030-06-04T15:00:00+02:00,6008.509774,1792.3,459.2,832
sc01,y2030,2030-06-04T16:00:00+02:00,5989.174328,1284.3,281.3,809.4
sc01,y2030,2030-06-04T17:00:00+02:00,5746.7276,537.8,202.4,793.4
sc01,y2030,2030-06-04T18:00:00+02:00,5431.823935,0.57,182.4,819.4
sc01,y2030,2030-06-04T19:00:00+02:00,5353.282399,0.57,172.3,715.6
sc01,y2030,2030-06-04T20:00:00+02:00,5034.177902,0.57,424.5,635.8
sc01,y2030,2030-06-04T21:00:00+02:00,4530.781497,0.57,747.1,416.4
sc01,y2030,2030-06-04T22:00:00+02:00,4011.333767,0.57,1051.4,274.8
sc01,y2030,2030-06-04T23:00:00+02:00,3656.812679,0.57,1293.5,282.6
sc01,y2030,2030-06-05T00:00:00+02:00,3401.473623,0.57,1406.7,291.2
sc01,y2030,2030-06-05T01:00:00+02:00,3236.823002,0.57,1335.8,269.6
sc01,y2030,2030-06-05T02:00:00+02:00,3142.193474,0.57,1125.2,290.8
sc01,y2030,2030-06-05T03:00:00+02:00,3148.719882,0.57,897.1,368.4
sc01,y2030,2030-06-05T04:00:00+02:00,3207.910769,32.69,973.3,470
sc01,y2030,2030-06-05T05:00:00+02:00,3426.924347,535.22,664.8,659.4
sc01,y2030,2030-06-05T06:00:00+02:00,3777.345466,1242.9,283.4,687.2
sc01,y2030,2030-06-05T07:00:00+02:00,4163.570702,1730.9,75.7,793.6
sc01,y2030,2030-06-05T08:00:00+02:00,4516.996993,2081.2,12.01,826.6
sc01,y2030,2030-06-05T09:00:00+02:00,4892.341669,2291,8.21,826.2
sc01,y2030,2030-06-05T10:00:00+02:00,5235.510107,2431.8,10.5,849.8
sc01,y2030,2030-06-05T11:00:00+02:00,5535.056773,2507.7,26.5,850.4
sc01,y2030,2030-06-05T12:00:00+02:00,5853.692353,2485.2,35.2,853.8
sc01,y2030,2030-06-05T13:00:00+02:00,6124.054462,2372.6,99.9,864.4
sc01,y2030,2030-06-05T14:00:00+02:00,6331.023124,2157.7,110.6,826.2
sc01,y2030,2030-06-05T15:00:00+02:00,6442.583615,1837.3,138.2,871.6
sc01,y2030,2030-06-05T16:00:00+02:00,6367.374091,1316.7,335.9,871.8
sc01,y2030,2030-06-05T17:00:00+02:00,6102.010903,554.4,449.5,745.4
sc01,y2030,2030-06-05T18:00:00+02:00,5752.550506,0.57,464.3,544.4
sc01,y2030,2030-06-05T19:00:00+02:00,5605.217017,0.57,1199,551.6
sc01,y2030,2030-06-05T20:00:00+02:00,5243.741065,0.57,1791.7,454.8
sc01,y2030,2030-06-05T21:00:00+02:00,4739.963757,0.57,1908.1,364.8
sc01,y2030,2030-06-05T22:00:00+02:00,4217.633268,0.57,1666.5,293.6
sc01,y2030,2030-06-05T23:00:00+02:00,3858.998146,0.57,1452.8,283.6
sc01,y2030,2030-06-06T00:00:00+02:00,3591.47264,0.57,1376.2,259.6
sc01,y2030,2030-06-06T01:00:00+02:00,3398.553383,0.57,1121,286.8
sc01,y2030,2030-06-06T02:00:00+02:00,3302.482288,0.57,854.3,251.4
sc01,y2030,2030-06-06T03:00:00+02:00,3298.89354,0.57,545.3,278.2
sc01,y2030,2030-06-06T04:00:00+02:00,3361.618331,32.59,186.1,360.6
sc01,y2030,2030-06-06T05:00:00+02:00,3591.867569,524.62,38.81,444.8
sc01,y2030,2030-06-06T06:00:00+02:00,3973.01836,1000.01,62.91,635.8
sc01,y2030,2030-06-06T07:00:00+02:00,4418.977905,1604,14.73,646.8
sc01,y2030,2030-06-06T08:00:00+02:00,4845.022077,2106.9,73.03,745.2
sc01,y2030,2030-06-06T09:00:00+02:00,5244.494821,2180.4,79.13,707
sc01,y2030,2030-06-06T10:00:00+02:00,5656.225187,2312.7,93.8,826
sc01,y2030,2030-06-06T11:00:00+02:00,5943.160105,2488.4,384.6,857
sc01,y2030,2030-06-06T12:00:00+02:00,6253.687545,2240.4,404.1,839.6
sc01,y2030,2030-06-06T13:00:00+02:00,6489.853273,2112,288.1,844.6
sc01,y2030,2030-06-06T14:00:00+02:00,6655.817784,1824.41,614.7,853
sc01,y2030,2030-06-06T15:00:00+02:00,6694.444571,1519.9,332.9,845.2
sc01,y2030,2030-06-06T16:00:00+02:00,6565.562467,1045.11,316.5,835.2
sc01,y2030,2030-06-06T17:00:00+02:00,6260.950583,427.8,601,838.6
sc01,y2030,2030-06-06T18:00:00+02:00,5933.631997,0.57,686.7,734.6
sc01,y2030,2030-06-06T19:00:00+02:00,5799.302994,0.57,803.4,542.8
sc01,y2030,2030-06-06T20:00:00+02:00,5497.375615,0.57,715.81,365.4
sc01,y2030,2030-06-06T21:00:00+02:00,5080.07403,0.57,1371.3,373.8
sc01,y2030,2030-06-06T22:00:00+02:00,4585.247444,0.57,1352.6,288.4
sc01,y2030,2030-06-06T23:00:00+02:00,4213.128497,0.57,1788.5,284.4
sc01,y2030,2030-06-07T00:00:00+02:00,3937.572046,0.57,1851.8,273.6
sc01,y2030,2030-06-07T01:00:00+02:00,3719.855843,0.57,1869.1,277.8
sc01,y2030,2030-06-07T02:00:00+02:00,3582.559976,0.57,1833.9,281.6
sc01,y2030,2030-06-07T03:00:00+02:00,3491.085409,0.57,1576.5,275.4
sc01,y2030,2030-06-07T04:00:00+02:00,3408.807313,31.89,1059.1,370.8
sc01,y2030,2030-06-07T05:00:00+02:00,3420.175293,486.43,824.2,478.2
sc01,y2030,2030-06-07T06:00:00+02:00,3772.601308,1069.7,683.1,643.4
sc01,y2030,2030-06-07T07:00:00+02:00,4262.086701,1610.6,225.81,623.2
sc01,y2030,2030-06-07T08:00:00+02:00,4785.476212,1856.5,81.31,626.2
sc01,y2030,2030-06-07T09:00:00+02:00,5267.790978,1930.31,61.21,675.2
sc01,y2030,2030-06-07T10:00:00+02:00,5703.365127,2024.81,55.31,649.4
sc01,y2030,2030-06-07T11:00:00+02:00,5968.003672,2088.41,76.81,736
sc01,y2030,2030-06-07T12:00:00+02:00,6210.395011,2182.8,65.31,737.6
sc01,y2030,2030-06-07T13:00:00+02:00,6488.78618,2324.4,76.7,734.8
sc01,y2030,2030-06-07T14:00:00+02:00,6638.353042,2073.9,74.31,735.6
sc01,y2030,2030-06-07T15:00:00+02:00,6692.165097,1802.4,102.51,762.6
sc01,y2030,2030-06-07T16:00:00+02:00,6631.265883,1296.3,252.62,751
sc01,y2030,2030-06-07T17:00:00+02:00,6428.328556,398.51,17.13,714
sc01,y2030,2030-06-07T18:00:00+02:00,6064.427988,0.57,34.22,684.6
sc01,y2030,2030-06-07T19:00:00+02:00,5888.954766,0.57,36.32,577.2
sc01,y2030,2030-06-07T20:00:00+02:00,5575.344348,0.57,80.9,470
sc01,y2030,2030-06-07T21:00:00+02:00,5144.147416,0.57,254.4,504
sc01,y2030,2030-06-07T22:00:00+02:00,4694.408343,0.57,203,269.6
sc01,y2030,2030-06-07T23:00:00+02:00,4310.375211,0.57,195.7,222.8
sc01,y2030,2030-06-08T00:00:00+02:00,3993.557189,0.57,281.7,295.2
sc01,y2030,2030-06-08T01:00:00+02:00,3777.556642,0.57,433.8,284.6
sc01,y2030,2030-06-08T02:00:00+02:00,3612.388642,0.57,579.1,277
sc01,y2030,2030-06-08T03:00:00+02:00,3504.354481,0.57,382.9,291.4
sc01,y2030,2030-06-08T04:00:00+02:00,3372.617836,31.89,457.6,347
sc01,y2030,2030-06-08T05:00:00+02:00,3361.513674,521.12,455.6,459.8
sc01,y2030,2030-06-08T06:00:00+02:00,3670.64605,1225,987.2,628.2
sc01,y2030,2030-06-08T07:00:00+02:00,4120.602908,1709.5,1004.61,622.2
sc01,y2030,2030-06-08T08:00:00+02:00,4636.99712,2065.2,1392.1,683.2
sc01,y2030,2030-06-08T09:00:00+02:00,5127.003602,2283.2,1840,664.2
sc01,y2030,2030-06-08T10:00:00+02:00,5562.50547,2422.2,2136.6,728.4
sc01,y2030,2030-06-08T11:00:00+02:00,5954.850771,2480.8,2125.3,822.6
sc01,y2030,2030-06-08T12:00:00+02:00,6239.037053,2458,2043.5,823.2
sc01,y2030,2030-06-08T13:00:00+02:00,6464.582732,2346.4,2087.4,848.2
sc01,y2030,2030-06-08T14:00:00+02:00,6628.46684,2127.4,2096.8,852.6
sc01,y2030,2030-06-08T15:00:00+02:00,6681.166473,1782.9,2037.1,846.4
sc01,y2030,2030-06-08T16:00:00+02:00,6601.252935,1055.21,1878.1,843.2
sc01,y2030,2030-06-08T17:00:00+02:00,6363.52136,403.51,1586,824.8
sc01,y2030,2030-06-08T18:00:00+02:00,6082.476702,0.57,1435,708.6
sc01,y2030,2030-06-08T19:00:00+02:00,5987.663708,0.57,1303.2,654.6
sc01,y2030,2030-06-08T20:00:00+02:00,5698.245221,0.57,969.3,522.8
sc01,y2030,2030-06-08T21:00:00+02:00,5206.734981,0.57,1193.2,528.8
sc01,y2030,2030-06-08T22:00:00+02:00,4680.234289,0.57,1461.1,346
sc01,y2030,2030-06-08T23:00:00+02:00,4318.572155,0.57,1349.4,271.8
sc01,y2030,2030-06-09T00:00:00+02:00,4055.476459,0.57,1527.5,297.8
sc01,y2030,2030-06-09T01:00:00+02:00,3863.573362,0.57,1452.9,325.8
sc01,y2030,2030-06-09T02:00:00+02:00,3730.058888,0.57,1291.5,300
sc01,y2030,2030-06-09T03:00:00+02:00,3714.66535,0.57,1131.7,396.2
sc01,y2030,2030-06-09T04:00:00+02:00,3761.876615,31.79,966.7,389.8
sc01,y2030,2030-06-09T05:00:00+02:00,4057.138078,523.02,819.9,433.6
sc01,y2030,2030-06-09T06:00:00+02:00,4433.85042,1234.8,736.1,559.4
sc01,y2030,2030-06-09T07:00:00+02:00,4784.46264,1748.7,454.21,581
sc01,y2030,2030-06-09T08:00:00+02:00,5128.265809,2116.8,87.01,680.2
sc01,y2030,2030-06-09T09:00:00+02:00,5459.757781,2327.2,9.7,704.4
sc01,y2030,2030-06-09T10:00:00+02:00,5768.465814,2465.1,12.72,713.8
sc01,y2030,2030-06-09T11:00:00+02:00,6065.346908,2510.3,16.72,724.6
sc01,y2030,2030-06-09T12:00:00+02:00,6352.901845,2475.5,19.62,793.2
sc01,y2030,2030-06-09T13:00:00+02:00,6595.174927,2368.9,19.02,808.2
sc01,y2030,2030-06-09T14:00:00+02:00,6762.420484,2158.9,34.2,832.4
sc01,y2030,2030-06-09T15:00:00+02:00,6872.764671,1821.6,57.5,838.2
sc01,y2030,2030-06-09T16:00:00+02:00,6805.686106,1319,36.5,837.8
sc01,y2030,2030-06-09T17:00:00+02:00,6522.125862,569.9,51.8,847.4
sc01,y2030,2030-06-09T18:00:00+02:00,6205.368326,0.57,48.51,831.8
sc01,y2030,2030-06-09T19:00:00+02:00,6079.925242,0.57,20.6,849.2
sc01,y2030,2030-06-09T20:00:00+02:00,5744.878344,0.57,14.5,727.2
sc01,y2030,2030-06-09T21:00:00+02:00,5263.995811,0.57,7.9,672
sc01,y2030,2030-06-09T22:00:00+02:00,4713.138306,0.57,8.12,400.6
sc01,y2030,2030-06-09T23:00:00+02:00,4295.121085,0.57,23.82,280.4
sc01,y2030,2030-06-10T00:00:00+02:00,4011.531991,0.57,71.92,316
sc01,y2030,2030-06-10T01:00:00+02:00,3815.314253,0.57,72.22,328.8
sc01,y2030,2030-06-10T02:00:00+02:00,3681.185033,0.57,66.02,312.6
sc01,y2030,2030-06-10T03:00:00+02:00,3655.897837,0.57,89.72,382
sc01,y2030,2030-06-10T04:00:00+02:00,3735.18635,12.54,100.61,454.6
sc01,y2030,2030-06-10T05:00:00+02:00,3958.822475,450.72,314,494.2
sc01,y2030,2030-06-10T06:00:00+02:00,4288.704312,1144.8,307.3,593.8
sc01,y2030,2030-06-10T07:00:00+02:00,4659.216157,1622.3,149.61,672.8
sc01,y2030,2030-06-10T08:00:00+02:00,5037.564614,1997.4,57.51,790.6
sc01,y2030,2030-06-10T09:00:00+02:00,5372.715279,2207.4,16.32,860.2
sc01,y2030,2030-06-10T10:00:00+02:00,5682.401766,2339.7,5.82,865.8
sc01,y2030,2030-06-10T11:00:00+02:00,5940.325104,2316.1,7.82,792.2
sc01,y2030,2030-06-10T12:00:00+02:00,6161.530134,2212.4,28.22,755.6
sc01,y2030,2030-06-10T13:00:00+02:00,6354.135598,2080.9,14.72,801.6
sc01,y2030,2030-06-10T14:00:00+02:00,6517.83937,1813.7,8.23,800
sc01,y2030,2030-06-10T15:00:00+02:00,6575.000874,1388.9,14.42,843.4
sc01,y2030,2030-06-10T16:00:00+02:00,6422.356582,1110.8,11.72,843
sc01,y2030,2030-06-10T17:00:00+02:00,6090.151765,528.5,30.1,836.6
sc01,y2030,2030-06-10T18:00:00+02:00,5837.927183,0.57,57.9,905.8
sc01,y2030,2030-06-10T19:00:00+02:00,5782.496086,0.57,75.4,799.8
sc01,y2030,2030-06-10T20:00:00+02:00,5511.078287,0.57,141.6,605.8
sc01,y2030,2030-06-10T21:00:00+02:00,5105.469608,0.57,155.4,385.4
sc01,y2030,2030-06-10T22:00:00+02:00,4614.201272,0.57,330.7,294.2
sc01,y2030,2030-06-10T23:00:00+02:00,4223.543584,0.57,536.6,259
sc01,y2030,2030-06-11T00:00:00+02:00,3987.626301,0.57,560,263.6
sc01,y2030,2030-06-11T01:00:00+02:00,3841.117407,0.57,323.9,261.4
sc01,y2030,2030-06-11T02:00:00+02:00,3782.735692,0.57,253.4,280
sc01,y2030,2030-06-11T03:00:00+02:00,3830.820134,0.57,461.3,334.6
sc01,y2030,2030-06-11T04:00:00+02:00,3948.585851,13.21,530.3,407.6
sc01,y2030,2030-06-11T05:00:00+02:00,4171.013742,430.55,561.3,398.6
sc01,y2030,2030-06-11T06:00:00+02:00,4416.779949,1121.42,578.5,572.8
sc01,y2030,2030-06-11T07:00:00+02:00,4732.358561,1682.8,436,691.6
sc01,y2030,2030-06-11T08:00:00+02:00,5077.646447,2016.7,225.5,752.2
sc01,y2030,2030-06-11T09:00:00+02:00,5414.313405,2224.8,156.4,840.6
sc01,y2030,2030-06-11T10:00:00+02:00,5614.200176,2334.7,86.3,809.6
sc01,y2030,2030-06-11T11:00:00+02:00,5575.391592,2153.9,76.9,827.6
sc01,y2030,2030-06-11T12:00:00+02:00,5719.062114,2108.8,72.7,847.2
sc01,y2030,2030-06-11T13:00:00+02:00,5782.404285,1905.7,62.5,839.6
sc01,y2030,2030-06-11T14:00:00+02:00,5857.807948,1876.4,45.5,834.4
sc01,y2030,2030-06-11T15:00:00+02:00,5840.206958,1656.8,73.3,855.8
sc01,y2030,2030-06-11T16:00:00+02:00,5625.555048,1280.2,226.4,841
sc01,y2030,2030-06-11T17:00:00+02:00,5323.595046,526.8,34.5,858.2
sc01,y2030,2030-06-11T18:00:00+02:00,5138.156438,0.57,69.8,801.4
sc01,y2030,2030-06-11T19:00:00+02:00,5172.211661,0.57,400.1,737.4
sc01,y2030,2030-06-11T20:00:00+02:00,4999.71792,0.57,711.5,574.2
sc01,y2030,2030-06-11T21:00:00+02:00,4574.193782,0.57,851.9,461.2
sc01,y2030,2030-06-11T22:00:00+02:00,4167.213907,0.57,1013.7,272
sc01,y2030,2030-06-11T23:00:00+02:00,3871.01294,0.57,517.6,254
sc01,y2030,2030-06-12T00:00:00+02:00,3651.412119,0.57,277.21,264.8
sc01,y2030,2030-06-12T01:00:00+02:00,3810.63241,0.57,151.71,266
sc01,y2030,2030-06-12T02:00:00+02:00,3715.133469,0.57,102.2,269.6
sc01,y2030,2030-06-12T03:00:00+02:00,3455.170631,0.57,464.2,322.6
sc01,y2030,2030-06-12T04:00:00+02:00,3555.879889,32.19,641.7,340
sc01,y2030,2030-06-12T05:00:00+02:00,3792.990528,526.63,694.7,472.4
sc01,y2030,2030-06-12T06:00:00+02:00,4167.436991,1224.7,919.6,603
sc01,y2030,2030-06-12T07:00:00+02:00,4523.773128,1729.1,1030,630.4
sc01,y2030,2030-06-12T08:00:00+02:00,4882.602972,2092.2,993.21,744.6
sc01,y2030,2030-06-12T09:00:00+02:00,5116.955327,2313.3,860.91,834.2
sc01,y2030,2030-06-12T10:00:00+02:00,5348.775728,2460.4,699.3,832.4
sc01,y2030,2030-06-12T11:00:00+02:00,5603.773435,2525.5,832.2,866.4
sc01,y2030,2030-06-12T12:00:00+02:00,5727.148445,2487,914.4,863
sc01,y2030,2030-06-12T13:00:00+02:00,5915.24382,2323.9,915.7,837.6
sc01,y2030,2030-06-12T14:00:00+02:00,6182.099467,2131.2,976.9,794.4
sc01,y2030,2030-06-12T15:00:00+02:00,6206.515224,1856.1,887.6,830.2
sc01,y2030,2030-06-12T16:00:00+02:00,6120.317731,1341.9,696.7,848
sc01,y2030,2030-06-12T17:00:00+02:00,5868.023228,582,1116,870.2
sc01,y2030,2030-06-12T18:00:00+02:00,5630.330032,0.57,948.3,834.2
sc01,y2030,2030-06-12T19:00:00+02:00,5585.468189,0.57,675.1,765.4
sc01,y2030,2030-06-12T20:00:00+02:00,5316.760344,0.57,586.1,602.2
sc01,y2030,2030-06-12T21:00:00+02:00,4868.935669,0.57,838.9,415.8
sc01,y2030,2030-06-12T22:00:00+02:00,4373.0999,0.57,1167.4,236.2
sc01,y2030,2030-06-12T23:00:00+02:00,4001.490951,0.57,1494,248.8
sc01,y2030,2030-06-13T00:00:00+02:00,3722.485077,0.57,1449.5,213.2
sc01,y2030,2030-06-13T01:00:00+02:00,3529.522446,0.57,879.6,234
sc01,y2030,2030-06-13T02:00:00+02:00,3423.838689,0.57,699.3,236
sc01,y2030,2030-06-13T03:00:00+02:00,3418.731114,0.57,543.3,251.4
sc01,y2030,2030-06-13T04:00:00+02:00,3475.632435,29.98,492.01,323.6
sc01,y2030,2030-06-13T05:00:00+02:00,3712.189189,524.32,539.8,482.4
sc01,y2030,2030-06-13T06:00:00+02:00,4123.515701,1240.1,481,644.2
sc01,y2030,2030-06-13T07:00:00+02:00,4511.584985,1749.5,144.31,804.4
sc01,y2030,2030-06-13T08:00:00+02:00,4853.32288,2116.1,64.02,852.4
sc01,y2030,2030-06-13T09:00:00+02:00,5104.202151,2350.9,6.92,847.2
sc01,y2030,2030-06-13T10:00:00+02:00,5382.997553,2489.8,18.5,825.4
sc01,y2030,2030-06-13T11:00:00+02:00,5574.444957,2552.4,21.81,807.6
sc01,y2030,2030-06-13T12:00:00+02:00,5780.660764,2525.6,36.41,815
sc01,y2030,2030-06-13T13:00:00+02:00,5952.77305,2408.6,44.71,807.6
sc01,y2030,2030-06-13T14:00:00+02:00,6070.103165,2186.2,100.31,794.6
sc01,y2030,2030-06-13T15:00:00+02:00,6079.940697,1871.5,65.7,858.4
sc01,y2030,2030-06-13T16:00:00+02:00,5956.941925,1354.8,52,862.4
sc01,y2030,2030-06-13T17:00:00+02:00,5688.755261,596.8,96.5,870.4
sc01,y2030,2030-06-13T18:00:00+02:00,5415.37132,0.57,96.8,751
sc01,y2030,2030-06-13T19:00:00+02:00,5342.344188,0.57,107.21,649
sc01,y2030,2030-06-13T20:00:00+02:00,5089.46015,0.57,283.61,537.6
sc01,y2030,2030-06-13T21:00:00+02:00,4752.69329,0.57,640.4,412
sc01,y2030,2030-06-13T22:00:00+02:00,4286.77786,0.57,944.6,413.8
sc01,y2030,2030-06-13T23:00:00+02:00,3931.464416,0.57,774.1,390.6
sc01,y2030,2030-06-14T00:00:00+02:00,3666.569204,0.57,951.3,345
sc01,y2030,2030-06-14T01:00:00+02:00,3461.168503,0.57,1069.4,336.6
sc01,y2030,2030-06-14T02:00:00+02:00,3326.565589,0.57,856.7,367.4
sc01,y2030,2030-06-14T03:00:00+02:00,3267.498618,0.57,828.2,405.6
sc01,y2030,2030-06-14T04:00:00+02:00,3184.886461,34.38,808.3,409.6
sc01,y2030,2030-06-14T05:00:00+02:00,3246.466481,546.96,780.2,474.8
sc01,y2030,2030-06-14T06:00:00+02:00,3515.649843,1251.32,1017.9,538.6
sc01,y2030,2030-06-14T07:00:00+02:00,3889.11577,1738.7,1059.4,535.2
sc01,y2030,2030-06-14T08:00:00+02:00,4262.876472,2111.5,1030.2,622.6
sc01,y2030,2030-06-14T09:00:00+02:00,4541.839903,2346.9,707.3,658.2
sc01,y2030,2030-06-14T10:00:00+02:00,4771.62956,2493.2,320.8,660
sc01,y2030,2030-06-14T11:00:00+02:00,4967.473883,2544.2,310.6,642.4
sc01,y2030,2030-06-14T12:00:00+02:00,5117.501308,2522.9,354.2,704.6
sc01,y2030,2030-06-14T13:00:00+02:00,5281.705548,2414.6,335.4,714
sc01,y2030,2030-06-14T14:00:00+02:00,5415.677494,2016.7,165.1,731.2
sc01,y2030,2030-06-14T15:00:00+02:00,5476.749607,1692.4,106.5,746.8
sc01,y2030,2030-06-14T16:00:00+02:00,5454.623304,1359.4,124.6,749.4
sc01,y2030,2030-06-14T17:00:00+02:00,5303.269814,603.72,0.04,723
sc01,y2030,2030-06-14T18:00:00+02:00,5063.762368,0.57,0.04,716.8
sc01,y2030,2030-06-14T19:00:00+02:00,5022.17825,0.57,0.04,717.8
sc01,y2030,2030-06-14T20:00:00+02:00,4792.400415,0.57,7.31,665.2
sc01,y2030,2030-06-14T21:00:00+02:00,4505.095814,0.57,22.31,435
sc01,y2030,2030-06-14T22:00:00+02:00,4112.467626,0.57,7.03,277.8
sc01,y2030,2030-06-14T23:00:00+02:00,3738.351312,0.57,8.42,229.6
sc01,y2030,2030-06-15T00:00:00+02:00,3491.847204,0.57,15.42,293.6
sc01,y2030,2030-06-15T01:00:00+02:00,3325.299429,0.57,45.42,286.6
sc01,y2030,2030-06-15T02:00:00+02:00,3197.791054,0.57,82.62,354.6
sc01,y2030,2030-06-15T03:00:00+02:00,3118.501467,0.57,88.92,371.6
sc01,y2030,2030-06-15T04:00:00+02:00,3011.663427,34.88,68.72,558.6
sc01,y2030,2030-06-15T05:00:00+02:00,3023.146576,537.03,31.02,581.4
sc01,y2030,2030-06-15T06:00:00+02:00,3237.298766,1150.04,23.93,634.2
sc01,y2030,2030-06-15T07:00:00+02:00,3585.776006,1572.9,14.63,640
sc01,y2030,2030-06-15T08:00:00+02:00,3936.274881,1976.4,8.33,596.4
sc01,y2030,2030-06-15T09:00:00+02:00,4236.180693,2221.2,4.63,787
sc01,y2030,2030-06-15T10:00:00+02:00,4519.595266,2450.4,2.13,842.8
